Paper,Model,Year,Code,Stellar_tracks,Study_label,Paper_link,sigma_CCSN_km_s,sigma_strippedSN_km_s,alpha_CE,beta_MT,CE_optimistic_pessimistic,CE_prescription,lambda_CE,PISN_prescription,MT_stability,RMP,gamma_AM_loss,AM_loss_mechanism,Eddington_limited,f_WR,alpha_CE_notes,HG_donor_CE_survival,wind_prescription,tidal_prescription,NS_remnant_mass,IMF,initial_period_dist,mass_ratio_dist,f_bin,metallicity_range,SFR_model,max_NS_mass_Msun,sigma_ECSN_km_s,BHBH_rate_Gpc3yr,BHBH_frac_CHE,BHBH_frac_SMT,BHBH_frac_other_noCE,BHBH_frac_classicCE,BHBH_frac_SCCE,BHBH_frac_DCCE,BHBH_frac_other_CE,BHBH_total_frac_noCE,BHBH_total_frac_CE,BHNS_rate_Gpc3yr,BHNS_frac_CHE,BHNS_frac_SMT,BHNS_frac_other_noCE,BHNS_frac_classicCE,BHNS_frac_SCCE,BHNS_frac_DCCE,BHNS_frac_other_CE,BHNS_total_frac_noCE,BHNS_total_frac_CE,NSNS_rate_Gpc3yr,NSNS_frac_CHE,NSNS_frac_SMT,NSNS_frac_other_noCE,NSNS_frac_classicCE,NSNS_frac_SCCE,NSNS_frac_DCCE,NSNS_frac_other_CE,NSNS_total_frac_noCE,NSNS_total_frac_CE
Román-Garza et al. (2022),RG21-SN:rapid,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,265,20,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,F12 rapid,specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),114.180000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.289455246100,0.710544753900,10.14000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.28205128210,0.71794871790,,,,,,,,,,
Román-Garza et al. (2022),RG21-noBH-kick-SN:delayed,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,0,20,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),193.670000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.136107812300,0.863892187700,32.67000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.07621671258,0.92378328740,,,,,,,,,,
Román-Garza et al. (2022),RG21-noBHkick-SN:N20,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,0,20,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,N20 (Sukhbold et al. 2016),specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),202.510000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.196187842600,0.803812157400,77.24000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.02951838426,0.97048161570,,,,,,,,,,
Román-Garza et al. (2022),RG21-noBHkick-SN:rapid,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,0,20,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,F12 rapid,specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),160.790000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.195161390600,0.804838609400,16.54000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.11366384520,0.88633615480,,,,,,,,,,
Sgalletta et al. (2025),Sgalletta_alpha_0_5,2025,SEVN,PARSEC,Sg25,https://www.aanda.org/articles/aa/pdf/2025/06/aa52757-24.pdf,265,7.48,0.5,non-conservative (Eddington-limited onto BH),pessimistic,standard,variable (Claeys et al. 2014),Farmer et al. (2019),qcrit prescription (Neijssel et al. 2019),F12 delayed,specific AM of accreting star (SEVN / Hurley et al. 2002 base),specific AM of accretor,TRUE,1,αCE varies; pessimistic CE; SEVN+PARSEC; Giacobbo &amp; Mapelli (2020) kick prescription,No (pessimistic; SEVN default),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR; PARSEC stellar tracks determine pre-SN mass via detailed wind-driven evolution (Chen et al. 2015)",Hurley et al. (2002) BSE equilibrium tides as implemented in SEVN (Spera et al. 2019),Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; PARSEC He-core mass tracks,Kroupa (2001) broken power-law; M1: 5–150 M☉ (SEVN default),Sana et al. (2012) period distribution; SEVN,Uniform in q = M2/M1 (Sana et al. 2012); SEVN,0.7 (Sana et al. 2012),Z = 4×10⁻⁴ to 1.7×10⁻² (PARSEC grid; multiple metallicity bins),Madau &amp; Dickinson (2014) SFRD; metallicity evolution; SEVN+PARSEC framework (Mapelli et al. 2022),2.5 (SEVN / Giacobbo &amp; Mapelli 2020 default),Scaled by ejecta/remnant mass (Giacobbo &amp; Mapelli 2020 prescription; GM20 — effective low kick for stripped/ECSN),255.6,0,0,0,0.7824726135,0.01408450704,0.1251956182,0,0.078247261350,0.921752738740,,,,,,,,,,,,,,,,,,,,
Sgalletta et al. (2025),Sgalletta_alpha_1,2025,SEVN,PARSEC,Sg25,https://www.aanda.org/articles/aa/pdf/2025/06/aa52757-24.pdf,265,7.48,1,non-conservative (Eddington-limited onto BH),pessimistic,standard,variable (Claeys et al. 2014),Farmer et al. (2019),qcrit prescription (Neijssel et al. 2019),F12 delayed,specific AM of accreting star (SEVN / Hurley et al. 2002 base),specific AM of accretor,TRUE,1,αCE varies; pessimistic CE; SEVN+PARSEC; Giacobbo &amp; Mapelli (2020) kick prescription,No (pessimistic; SEVN default),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR; PARSEC stellar tracks determine pre-SN mass via detailed wind-driven evolution (Chen et al. 2015)",Hurley et al. (2002) BSE equilibrium tides as implemented in SEVN (Spera et al. 2019),Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; PARSEC He-core mass tracks,Kroupa (2001) broken power-law; M1: 5–150 M☉ (SEVN default),Sana et al. (2012) period distribution; SEVN,Uniform in q = M2/M1 (Sana et al. 2012); SEVN,0.7 (Sana et al. 2012),Z = 4×10⁻⁴ to 1.7×10⁻² (PARSEC grid; multiple metallicity bins),Madau &amp; Dickinson (2014) SFRD; metallicity evolution; SEVN+PARSEC framework (Mapelli et al. 2022),2.5 (SEVN / Giacobbo &amp; Mapelli 2020 default),Scaled by ejecta/remnant mass (Giacobbo &amp; Mapelli 2020 prescription; GM20 — effective low kick for stripped/ECSN),296.4,0,0,0,0.7759784076,0.004723346829,0.1518218623,0,0.067476383270,0.932523616729,,,,,,,,,,,,,,,,,,,,
Sgalletta et al. (2025),Sgalletta_alpha_3,2025,SEVN,PARSEC,Sg25,https://www.aanda.org/articles/aa/pdf/2025/06/aa52757-24.pdf,265,7.48,3,non-conservative (Eddington-limited onto BH),pessimistic,standard,variable (Claeys et al. 2014),Farmer et al. (2019),qcrit prescription (Neijssel et al. 2019),F12 delayed,specific AM of accreting star (SEVN / Hurley et al. 2002 base),specific AM of accretor,TRUE,1,αCE varies; pessimistic CE; SEVN+PARSEC; Giacobbo &amp; Mapelli (2020) kick prescription,No (pessimistic; SEVN default),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR; PARSEC stellar tracks determine pre-SN mass via detailed wind-driven evolution (Chen et al. 2015)",Hurley et al. (2002) BSE equilibrium tides as implemented in SEVN (Spera et al. 2019),Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; PARSEC He-core mass tracks,Kroupa (2001) broken power-law; M1: 5–150 M☉ (SEVN default),Sana et al. (2012) period distribution; SEVN,Uniform in q = M2/M1 (Sana et al. 2012); SEVN,0.7 (Sana et al. 2012),Z = 4×10⁻⁴ to 1.7×10⁻² (PARSEC grid; multiple metallicity bins),Madau &amp; Dickinson (2014) SFRD; metallicity evolution; SEVN+PARSEC framework (Mapelli et al. 2022),2.5 (SEVN / Giacobbo &amp; Mapelli 2020 default),Scaled by ejecta/remnant mass (Giacobbo &amp; Mapelli 2020 prescription; GM20 — effective low kick for stripped/ECSN),203.3,0,0,0,0.7870142646,0.0063944909,0.1082144614,0,0.098376783080,0.901623216900,,,,,,,,,,,,,,,,,,,,
Sgalletta et al. (2025),Sgalletta_alpha_5,2025,SEVN,PARSEC,Sg25,https://www.aanda.org/articles/aa/pdf/2025/06/aa52757-24.pdf,265,7.48,5,non-conservative (Eddington-limited onto BH),pessimistic,standard,variable (Claeys et al. 2014),Farmer et al. (2019),qcrit prescription (Neijssel et al. 2019),F12 delayed,specific AM of accreting star (SEVN / Hurley et al. 2002 base),specific AM of accretor,TRUE,1,αCE varies; pessimistic CE; SEVN+PARSEC; Giacobbo &amp; Mapelli (2020) kick prescription,No (pessimistic; SEVN default),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR; PARSEC stellar tracks determine pre-SN mass via detailed wind-driven evolution (Chen et al. 2015)",Hurley et al. (2002) BSE equilibrium tides as implemented in SEVN (Spera et al. 2019),Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; PARSEC He-core mass tracks,Kroupa (2001) broken power-law; M1: 5–150 M☉ (SEVN default),Sana et al. (2012) period distribution; SEVN,Uniform in q = M2/M1 (Sana et al. 2012); SEVN,0.7 (Sana et al. 2012),Z = 4×10⁻⁴ to 1.7×10⁻² (PARSEC grid; multiple metallicity bins),Madau &amp; Dickinson (2014) SFRD; metallicity evolution; SEVN+PARSEC framework (Mapelli et al. 2022),2.5 (SEVN / Giacobbo &amp; Mapelli 2020 default),Scaled by ejecta/remnant mass (Giacobbo &amp; Mapelli 2020 prescription; GM20 — effective low kick for stripped/ECSN),144,0,0,0,0.7638888889,0,0.09722222222,0,0.138888888900,0.861111111120,,,,,,,,,,,,,,,,,,,,
Shao & Li (2021),ShaoLi_delayed,2021,BSE,SSE,SL21,https://ui.adsabs.harvard.edu/abs/2021ApJ...920...81S/abstract,265,265,1,0.5,pessimistic,standard,variable (Claeys et al. 2014),Farmer et al. (2019),zeta prescription (BSE / Hurley et al. 2002),F12 delayed,specific AM of accretor (isotropic re-emission; Soberman et al. 1997),isotropic re-emission (Soberman et al. 1997),TRUE,1,αCE=1.0; standard CE energy formalism; BSE (Hurley et al. 2002) framework,No (pessimistic; BSE default),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) cool stars; Hamann et al. (1995) WR; metallicity-scaled; BSE (Hurley et al. 2002)",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); tidal synchronization and circularization included,"Varies per model: Fryer et al. (2012) rapid (ShaoLi_rapid), delayed (ShaoLi_delayed), or Mandel &amp; Müller (2016) stochastic (ShaoLi_stochastic)",Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); BSE default,Flat in q = M2/M1 (BSE / Hurley et al. 2002 default),0.5 (BSE default),Z = 0.0001 to 0.03; multiple metallicity bins (Shao &amp; Li 2021),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (BSE default),265 (BSE applies same Hobbs 2005 Maxwellian; no separate ECSN channel),47.2,0,0,0,0,0,0,0,0.780000000000,0.220000000000,10.2,0,0,0,0,0,0,0,0.41000000000,0.59000000000,,,,,,,,,,
Shao & Li (2021),ShaoLi_rapid,2021,BSE,SSE,SL21,https://ui.adsabs.harvard.edu/abs/2021ApJ...920...81S/abstract,265,265,1,0.5,pessimistic,standard,variable (Claeys et al. 2014),Farmer et al. (2019),zeta prescription (BSE / Hurley et al. 2002),F12 rapid,specific AM of accretor (isotropic re-emission; Soberman et al. 1997),isotropic re-emission (Soberman et al. 1997),TRUE,1,αCE=1.0; standard CE energy formalism; BSE (Hurley et al. 2002) framework,No (pessimistic; BSE default),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) cool stars; Hamann et al. (1995) WR; metallicity-scaled; BSE (Hurley et al. 2002)",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); tidal synchronization and circularization included,"Varies per model: Fryer et al. (2012) rapid (ShaoLi_rapid), delayed (ShaoLi_delayed), or Mandel &amp; Müller (2016) stochastic (ShaoLi_stochastic)",Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); BSE default,Flat in q = M2/M1 (BSE / Hurley et al. 2002 default),0.5 (BSE default),Z = 0.0001 to 0.03; multiple metallicity bins (Shao &amp; Li 2021),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (BSE default),265 (BSE applies same Hobbs 2005 Maxwellian; no separate ECSN channel),42.6,0,0,0,0,0,0,0,0.700000000000,0.300000000000,17.4,0,0,0,0,0,0,0,0.28000000000,0.72000000000,,,,,,,,,,
Shao & Li (2021),ShaoLi_stochastic,2021,BSE,SSE,SL21,https://ui.adsabs.harvard.edu/abs/2021ApJ...920...81S/abstract,265,265,1,0.5,pessimistic,standard,variable (Claeys et al. 2014),Farmer et al. (2019),zeta prescription (BSE / Hurley et al. 2002),"MM SN (stochastic, Mandel & Müller 2016)",specific AM of accretor (isotropic re-emission; Soberman et al. 1997),isotropic re-emission (Soberman et al. 1997),TRUE,1,αCE=1.0; standard CE energy formalism; BSE (Hurley et al. 2002) framework,No (pessimistic; BSE default),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) cool stars; Hamann et al. (1995) WR; metallicity-scaled; BSE (Hurley et al. 2002)",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); tidal synchronization and circularization included,"Varies per model: Fryer et al. (2012) rapid (ShaoLi_rapid), delayed (ShaoLi_delayed), or Mandel &amp; Müller (2016) stochastic (ShaoLi_stochastic)",Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); BSE default,Flat in q = M2/M1 (BSE / Hurley et al. 2002 default),0.5 (BSE default),Z = 0.0001 to 0.03; multiple metallicity bins (Shao &amp; Li 2021),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (BSE default),265 (BSE applies same Hobbs 2005 Maxwellian; no separate ECSN channel),76.1,0,0,0,0,0,0,0,0.300000000000,0.700000000000,71.7,0,0,0,0,0,0,0,0.14000000000,0.86000000000,,,,,,,,,,
Xing et al. (2024),Xing24_alpha_2,2024,POSYDON,MESA,Xing24,https://arxiv.org/pdf/2410.20415,265,30,2,non-conservative (Eddington-limited onto BH),pessimistic,standard,Nanjing,Farmer et al. (2019),POSYDON detailed MT stability (MESA grids),delayed,specific AM of accreting star (Hurley 2002 prescription in POSYDON),Hurley (2002) AM of accretor,TRUE,1,αCE varies per model; pessimistic CE; POSYDON v2 MESA grids; Fragos et al. 2023,No (pessimistic; POSYDON v2 default),"POSYDON v2: MESA-computed stellar winds during MS/HeMS phases; Vink et al. (2000a,b) hot stars; Nugis &amp; Lamers (2000) WR; Belczynski et al. (2010) stripped stars",POSYDON v2 MESA grids include tidal interactions; Hurley et al. (2002) for non-MESA phases,Fryer et al. (2012) delayed; POSYDON v2 remnant mass scheme,Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution; POSYDON v2 grid,Uniform in q = M2/M1 (Sana et al. 2012); POSYDON v2,0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2 Z☉; POSYDON v2 cosmological metallicity grid (Andrews et al. 2024),"IllustrisTNG cosmological simulation; POSYDON v2 S(Z,z) framework (Andrews et al. 2024)",2.5 (POSYDON v2 default),30 (low-kick channel; σ_strippedSN=30),,,,,,,,,,,162.00000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.14000000000,0.86000000000,,,,,,,,,,
Xing et al. (2024),Xing24_fiducial,2024,POSYDON,MESA,Xing24,https://arxiv.org/pdf/2410.20415,265,30,1,non-conservative (Eddington-limited onto BH),pessimistic,standard,Nanjing,Farmer et al. (2019),POSYDON detailed MT stability (MESA grids),delayed,specific AM of accreting star (Hurley 2002 prescription in POSYDON),Hurley (2002) AM of accretor,TRUE,1,αCE varies per model; pessimistic CE; POSYDON v2 MESA grids; Fragos et al. 2023,No (pessimistic; POSYDON v2 default),"POSYDON v2: MESA-computed stellar winds during MS/HeMS phases; Vink et al. (2000a,b) hot stars; Nugis &amp; Lamers (2000) WR; Belczynski et al. (2010) stripped stars",POSYDON v2 MESA grids include tidal interactions; Hurley et al. (2002) for non-MESA phases,Fryer et al. (2012) delayed; POSYDON v2 remnant mass scheme,Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution; POSYDON v2 grid,Uniform in q = M2/M1 (Sana et al. 2012); POSYDON v2,0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2 Z☉; POSYDON v2 cosmological metallicity grid (Andrews et al. 2024),"IllustrisTNG cosmological simulation; POSYDON v2 S(Z,z) framework (Andrews et al. 2024)",2.5 (POSYDON v2 default),30 (low-kick channel; σ_strippedSN=30),,,,,,,,,,,72.00000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.30000000000,0.70000000000,,,,,,,,,,
Xing et al. (2024),Xing24_sigma_150,2024,POSYDON,MESA,Xing24,https://arxiv.org/pdf/2410.20415,150,30,1,non-conservative (Eddington-limited onto BH),pessimistic,standard,Nanjing,Farmer et al. (2019),POSYDON detailed MT stability (MESA grids),delayed,specific AM of accreting star (Hurley 2002 prescription in POSYDON),Hurley (2002) AM of accretor,TRUE,1,αCE varies per model; pessimistic CE; POSYDON v2 MESA grids; Fragos et al. 2023,No (pessimistic; POSYDON v2 default),"POSYDON v2: MESA-computed stellar winds during MS/HeMS phases; Vink et al. (2000a,b) hot stars; Nugis &amp; Lamers (2000) WR; Belczynski et al. (2010) stripped stars",POSYDON v2 MESA grids include tidal interactions; Hurley et al. (2002) for non-MESA phases,Fryer et al. (2012) delayed; POSYDON v2 remnant mass scheme,Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution; POSYDON v2 grid,Uniform in q = M2/M1 (Sana et al. 2012); POSYDON v2,0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2 Z☉; POSYDON v2 cosmological metallicity grid (Andrews et al. 2024),"IllustrisTNG cosmological simulation; POSYDON v2 S(Z,z) framework (Andrews et al. 2024)",2.5 (POSYDON v2 default),30 (low-kick channel; σ_strippedSN=30),,,,,,,,,,,193.00000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.25000000000,0.75000000000,,,,,,,,,,
